"cond","cue","colcond","pside","subid","stimcol1","stimcol2","cuecol","probedcol","pcol","delay1","delay2","trialnum","block","ori1","ori2","targori","nontargori","pstartang","DT","CT","resp","ITI","arraytrig","cuetrig","prbontrig","moveontrig","moveofftrig","confontrig","confmovontrig","confmovofftrig","fbtrig","clickresp","confDT","confclicked","confCT","confang","DialConfInterv","session","DTcheck","rdif","confwidth","absrdif","confdiff","prevtrlconfdiff","prevtrlcw","prevtrlabsrdif"
"cued",1,1,0,19,2,1,2,2,0,1,1,84,3,119,28,119,28,124,0.429848763306,1.31997329614,122,"[ 1.7]",2,13,23,33,43,53,63,73,78,1,0.399710187514,1,0.870270003914,109,1.1,"a",0,3,13,3,-10,0,17,17
"cued",1,0,1,19,1,2,2,2,0,1,1,85,3,53,139,139,53,55,0.529814542242,1.91983797422,146,"[ 1.5]",2,14,24,34,44,54,64,74,79,1,0.319783713232,1,1.52035192115,127,1.4,"a",0,7,19,7,-12,-10,13,3
"cued",1,0,0,19,1,2,1,1,0,1,1,86,3,123,114,123,114,178,0.399902474455,2.19977352204,109,"[ 1.9]",2,13,23,33,43,53,63,73,78,1,0.419710133428,1,1.43014861079,125,1.4,"a",0,-14,16,14,-2,-12,19,7
"cued",1,0,0,19,1,2,1,1,0,1,1,87,3,108,77,108,77,152,1.50977012995,3.28964844238,106,"[ 2.]",2,13,23,33,43,53,63,73,78,1,0.369725441269,1,0.92025740011,92,1.1,"a",0,-2,14,2,-12,-2,16,14
"neutral",0,0,0,19,1,2,0,1,1,1,1,88,3,86,177,86,177,138,0.779839855008,2.1697503184,82,"[ 1.7]",1,11,21,31,41,51,61,71,76,1,0.329634814028,1,0.840215253207,85,1.4,"a",0,-4,3,4,1,-12,14,2
"neutral",0,1,1,19,2,1,0,1,1,1,1,89,3,32,154,154,32,116,0.559849763813,1.32994217271,158,"[ 1.9]",1,12,22,32,42,52,62,72,77,1,0.279599646543,1,0.810180332104,170,1.2,"a",0,4,12,4,-8,1,3,4
"cued",1,0,1,19,1,2,2,2,0,1,1,90,3,170,96,96,170,87,0.629886980343,1.63988680308,98,"[ 1.6]",2,14,24,34,44,54,64,74,79,1,0.459588043246,1,1.36014895028,101,1.5,"a",0,2,3,2,-1,-8,12,4
"neutral",0,0,1,19,1,2,0,2,2,1,1,91,3,7,154,154,7,162,0.519841459405,1.44987935497,153,"[ 1.7]",1,12,22,32,42,52,62,72,77,1,0.399659712188,1,1.31031117737,164,1.1,"a",0,-1,11,1,-10,-1,3,2
"neutral",0,0,1,19,1,2,0,2,2,1,1,92,3,168,126,126,168,8,0.559802593401,1.87982546352,143,"[ 2.]",1,12,22,32,42,52,62,72,77,1,0.259693440516,1,0.800286267186,159,1,"a",0,17,16,17,1,-10,11,1
"neutral",0,0,0,19,1,2,0,1,1,1,1,93,3,44,110,44,110,41,0.709778903052,1.55011764055,56,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.249744093133,1,1.14023156758,65,1.4,"a",0,12,9,12,3,1,16,17
"cued",1,0,1,19,1,2,2,2,0,1,1,94,3,134,108,108,134,132,0.649835850054,1.57985932406,95,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.359680851747,1,1.06042286905,112,1.5,"a",0,-13,17,13,-4,3,9,12
"neutral",0,1,0,19,2,1,0,2,2,1,1,95,3,130,84,130,84,54,0.759867550369,2.04987352627,122,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.539623580262,1,0.98022058318,133,1.4,"a",0,-8,11,8,-3,-4,17,13
"cued",1,1,0,19,2,1,2,2,0,1,1,96,3,133,129,133,129,166,0.339859672589,1.50992095502,129,"[ 1.5]",2,13,23,33,43,53,63,73,78,1,0.379634228157,1,1.20021427976,117,1.1,"a",0,-4,12,4,-8,-3,11,8
"neutral",0,0,0,19,1,2,0,1,1,1,1,97,4,46,167,46,167,69,0.999812520226,1.86993590533,55,"[ 1.6]",1,11,21,31,41,51,61,71,76,1,0.43953882379,1,1.44008323623,80,1.2,"a",0,9,25,9,-16,-8,12,4
"neutral",0,0,1,19,1,2,0,2,2,1,1,98,4,89,148,148,89,99,0.449862229405,1.2498047837,156,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.269714595081,1,0.850325340492,164,1.1,"a",0,8,8,8,0,-16,25,9
"neutral",0,0,0,19,1,2,0,1,1,1,1,99,4,112,20,112,20,101,0.399855304073,1.09995676548,118,"[ 2.]",1,11,21,31,41,51,61,71,76,1,0.409621077531,1,0.940188843786,135,1.2,"a",0,6,17,6,-11,0,8,8
"neutral",0,0,1,19,1,2,0,2,2,1,1,100,4,178,115,115,178,44,0.449925924448,1.75990660861,118,"[ 1.6]",1,12,22,32,42,52,62,72,77,1,0.289718146407,1,1.12029832118,107,1.4,"a",0,3,11,3,-8,-11,17,6
"neutral",0,0,0,19,1,2,0,1,1,1,1,101,4,121,136,121,136,103,0.559909553034,1.61989857463,138,"[ 1.8]",1,11,21,31,41,51,61,71,76,1,0.319670744677,1,0.700234860502,130,1.5,"a",0,17,8,17,9,-8,11,3
"neutral",0,0,1,19,1,2,0,2,2,1,1,102,4,51,82,82,51,45,1.1197385859,2.52971058711,83,"[ 1.8]",1,12,22,32,42,52,62,72,77,1,0.589663554914,1,1.66015114356,119,1.4,"a",0,1,36,1,-35,9,8,17
"neutral",0,1,0,19,2,1,0,2,2,1,1,103,4,99,178,99,178,45,0.66981476458,1.90982192726,83,"[ 1.5]",1,11,21,31,41,51,61,71,76,1,0.27968918017,1,0.860292414378,97,1.1,"a",0,-16,14,16,2,-35,36,1
"cued",1,1,1,19,2,1,1,1,0,1,1,104,4,162,73,73,162,99,0.369870858267,1.36006482472,78,"[ 1.8]",2,14,24,34,44,54,64,74,79,1,0.339661376667,1,1.15019563696,83,1.2,"a",0,5,5,5,0,2,14,16
"cued",1,1,0,19,2,1,2,2,0,1,1,105,4,115,6,115,6,81,0.289876182214,1.17996406037,108,"[ 1.8]",2,13,23,33,43,53,63,73,78,1,0.349662100751,1,0.83025238564,121,1.3,"a",0,-7,13,7,-6,0,5,5
